Surface_total,Surface_usable,Room,Bedroom,Bathroom,Parking,Service_fees,Location,URL,Price
60.0,58.0,,3.0,2.0,1.0,90000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-979190823-metro-alberto-hurtado-condominio-toro-mazotte-3-dormitorios-_JM#position=34&search_layout=stack&type=item&tracking_id=dd11b4eb-628e-444c-a42f-71c96d07bf5d,600000.0
34.0,32.0,,1.0,1.0,1.0,50000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-979111289-hermoso-departamento-a-pasos-del-metro-ecuador-_JM#position=35&search_layout=stack&type=item&tracking_id=dd11b4eb-628e-444c-a42f-71c96d07bf5d,350000.0
28.0,28.0,2.0,1.0,1.0,1.0,,Estacion Central,https://www.portalinmobiliario.com/MLC-980065428-conde-del-maule-4470-1-est-481-1-_JM#position=36&search_layout=stack&type=item&tracking_id=dd11b4eb-628e-444c-a42f-71c96d07bf5d,350000.0
50.0,48.0,2.0,2.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-979552553-arriendo-blanco-garces-154-_JM#position=37&search_layout=stack&type=item&tracking_id=dd11b4eb-628e-444c-a42f-71c96d07bf5d,380000.0
1.0,,2.0,2.0,2.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-978954933-placilla-149-estacion-central-2d2b-est-y-bod-_JM#position=38&search_layout=stack&type=item&tracking_id=dd11b4eb-628e-444c-a42f-71c96d07bf5d,380000.0
1.0,,2.0,1.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-979740354-embajador-quintana-estacion-central-1d1b-_JM#position=39&search_layout=stack&type=item&tracking_id=dd11b4eb-628e-444c-a42f-71c96d07bf5d,270000.0
60.0,58.0,,3.0,2.0,1.0,90000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-979971689-toro-mazotte-metro-alberto-hurtado-condominio-full-equipado-_JM#position=40&search_layout=stack&type=item&tracking_id=dd11b4eb-628e-444c-a42f-71c96d07bf5d,600000.0
35.0,32.0,1.0,1.0,1.0,,60000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-979978590-metro-las-rejas-_JM#position=41&search_layout=stack&type=item&tracking_id=dd11b4eb-628e-444c-a42f-71c96d07bf5d,280000.0
33.0,30.0,,1.0,1.0,,55000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-979759029-ref105-depto-1d1b-metro-san-alberto-hurtado-nic-_JM#position=42&search_layout=stack&type=item&tracking_id=dd11b4eb-628e-444c-a42f-71c96d07bf5d,280000.0
42.0,42.0,3.0,2.0,1.0,1.0,,Estacion Central,https://www.portalinmobiliario.com/MLC-979559746-radal-66-1-est-1-bod-458-16-_JM#position=43&search_layout=stack&type=item&tracking_id=dd11b4eb-628e-444c-a42f-71c96d07bf5d,410000.0
,,3.0,2.0,2.0,1.0,,Estacion Central,https://www.portalinmobiliario.com/MLC-979978860-av-padre-alberto-hurtado-59-1-est-451-4-_JM#position=44&search_layout=stack&type=item&tracking_id=dd11b4eb-628e-444c-a42f-71c96d07bf5d,455000.0
38.0,33.0,2.0,1.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-979547240-radal-66-458-1-_JM#position=45&search_layout=stack&type=item&tracking_id=dd11b4eb-628e-444c-a42f-71c96d07bf5d,310000.0
32.0,32.0,2.0,1.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-979541287-placilla-149-1-bod-455-1-_JM#position=46&search_layout=stack&type=item&tracking_id=dd11b4eb-628e-444c-a42f-71c96d07bf5d,310000.0
35.0,35.0,2.0,1.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-980077868-apostol-santiago-32-1-bod-1233-1-_JM#position=47&search_layout=stack&type=item&tracking_id=dd11b4eb-628e-444c-a42f-71c96d07bf5d,320000.0
33.0,33.0,2.0,1.0,1.0,1.0,,Estacion Central,https://www.portalinmobiliario.com/MLC-980128660-radal-66-1-est-1-bod-458-1-_JM#position=48&search_layout=stack&type=item&tracking_id=dd11b4eb-628e-444c-a42f-71c96d07bf5d,355000.0
1.0,,2.0,2.0,2.0,1.0,,Estacion Central,https://www.portalinmobiliario.com/MLC-979946593-maria-rozas-velasquez-51-2d2b-cbod-est-estacion-central-_JM#position=49&search_layout=stack&type=item&tracking_id=dd11b4eb-628e-444c-a42f-71c96d07bf5d,400000.0
38.0,,,1.0,1.0,,0.0,Estacion Central,https://www.portalinmobiliario.com/MLC-980217673-ref12741-arriendo-hermoso-depto-nuevo-1d1b-metro-_JM#position=50&search_layout=stack&type=item&tracking_id=dd11b4eb-628e-444c-a42f-71c96d07bf5d,310000.0
47.0,,,2.0,1.0,1.0,60000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-980178720-ref12791-arriendo-depto-2d1bestacionamientobodega-_JM#position=1&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,400000.0
1.0,,2.0,2.0,2.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-979551209-placilla-149-estacion-central-2d2b-_JM#position=2&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,350000.0
33.0,33.0,2.0,1.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-979184352-nicasio-retamales-115-237-1-_JM#position=3&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,320000.0
32.0,30.0,1.0,1.0,1.0,1.0,,Estacion Central,https://www.portalinmobiliario.com/MLC-980064983-arriendo-toro-mazotte-110-_JM#position=4&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,290000.0
,,2.0,1.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-979701922-sta-petronila-32-435-1-_JM#position=5&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,280000.0
25.0,25.0,,1.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-979770528-mp-metro-ecuador-home-studio-vista-norte-_JM#position=6&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,220000.0
28.0,,,1.0,1.0,,35000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-979742773-ref12052-arriendo-depto-nuevo-a-estrenar-1-d-1-b-_JM#position=7&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,300000.0
25.0,25.0,,1.0,1.0,,30000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-979653363-depto-estudio-metro-ecuador-_JM#position=8&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,260000.0
42.0,42.0,,2.0,1.0,,100000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-979726848-departamento-en-arriendo-de-2-dorm-en-santiago-_JM#position=9&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,370000.0
42.0,40.0,,1.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-979380654-luminoso-1d-1b-a-pasos-metro-ecuador-_JM#position=10&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,300000.0
1.0,,2.0,2.0,2.0,1.0,,Estacion Central,https://www.portalinmobiliario.com/MLC-980211909-ecuador-3866-2d2b-cestbod-estacion-central-_JM#position=11&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,400000.0
1.0,,2.0,1.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-980211662-federico-scotto-130-1d1b-cbod-estacion-central-_JM#position=12&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,290000.0
50.0,,2.0,2.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-980218010-depto-estacion-central-toro-mazote-64-2d-1b-_JM#position=13&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,77778047.0
1.0,,2.0,2.0,2.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-978662852-maria-rozas-velasquez-estacion-central-2d2b-bod-_JM#position=14&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,420000.0
50.0,47.0,,2.0,2.0,,60000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-979337954-departamento-metro-las-rejas-estacion-central-2-dormitori-_JM#position=15&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,380000.0
38.0,38.0,,1.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-978252557-se-arrienda-departamento-de-1d-1b-ubicado-en-concon-165-_JM#position=16&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,275000.0
51.0,51.0,,2.0,2.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-979739607-la-coruna-4890-_JM#position=17&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,380000.0
48.0,48.0,,2.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-979429037-arriendo-departamento-comuna-estacion-central-_JM#position=18&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,380000.0
30.0,30.0,,1.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-978250756-se-arrienda-departamento-de-1d-1b-en-placilla-046-_JM#position=19&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,280000.0
,,2.0,1.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-979759762-conde-del-maule-4175-61-1-_JM#position=20&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,300000.0
42.0,40.0,,2.0,1.0,1.0,58000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-979966183-m-las-rejas-estacionamiento-bodega-myp-_JM#position=21&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,385000.0
70.0,70.0,,3.0,1.0,,60000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-980205730-alameda-estacion-central-3-habitaciones-1-bano-1er-piso-_JM#position=22&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,420000.0
28.0,28.0,,1.0,1.0,,35000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-980160422-en-arriendo-depto-de-1-dormitorio-cercano-a-metro-las-rejas-_JM#position=23&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,250000.0
55.0,55.0,,2.0,2.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-980191894-conde-del-maule-4577-_JM#position=24&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,380000.0
44.0,44.0,,2.0,1.0,,65000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-979341756-arriendo-dpto-2-dormitorios-1-bano-metro-u-de-santiago-_JM#position=25&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,340000.0
33.0,33.0,,1.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-978519539-se-arrienda-departamento-1d1b-carlos-pezoa-veliz-0143-_JM#position=26&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,280000.0
45.0,42.0,,2.0,1.0,1.0,85000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-980198020-dpto-a-pasos-de-metro-a-hurtado-cbodega-y-estacionamiento-_JM#position=27&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,365000.0
60.0,60.0,,3.0,2.0,1.0,80000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-978278108-toro-mazote-metro-san-alberto-hurtado-_JM#position=28&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,450000.0
25.0,25.0,,,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-978335170-se-arrienda-home-studio-ubicado-en-calle-concon-n165-_JM#position=29&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,250000.0
42.0,42.0,,2.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-979367611-departamento-en-estacion-central-2-d-_JM#position=30&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,320000.0
31.0,31.0,,1.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-978666191-se-arrienda-departamento-1d1b-en-calle-conde-del-maule-4642-_JM#position=31&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,275000.0
25.0,25.0,,1.0,1.0,,30000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-980089810-home-estudio-metro-las-rejas-_JM#position=32&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,250000.0
30.0,30.0,,,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-979546269-departamento-de-un-ambiente-a-pasos-del-metro-san-a-hurtado-_JM#position=33&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,220000.0
38.0,34.0,,1.0,1.0,,48000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-979053856-metro-phurtado-un-dormitorioconex-lavadterraza-_JM#position=34&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,280000.0
35.0,35.0,,1.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-979565367-departamento-de-un-dormitorio-a-pasos-del-metro-las-rejas-_JM#position=35&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,250000.0
24.0,24.0,,1.0,1.0,,25000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-978508254-departamento-studio-metro-ecuador-_JM#position=36&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,250000.0
17.0,17.0,,,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-978505808-se-arrienda-departamento-home-estudio-en-carlos-pezoa-veliz-_JM#position=37&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,240000.0
35.0,35.0,,1.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-978291366-se-arrienda-departamento-1d-1b-en-calle-ecuador-n3866-_JM#position=38&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,275000.0
52.0,52.0,3.0,2.0,2.0,1.0,,Estacion Central,https://www.portalinmobiliario.com/MLC-978603641-cnel-souper-4171-1-est-1476-4-_JM#position=39&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,460000.0
40.0,40.0,,2.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-978726288-departamento-2-dormitorios-1-bano-mirador-souper-_JM#position=40&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,340000.0
48.0,42.0,,2.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/arriendo/departamento/estacion-central-metropolitana/6387485-maria-rozas-velasquez-45-uda#position=41&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,370000.0
36.0,36.0,,1.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/arriendo/departamento/estacion-central-metropolitana/6390455-maria-rozas-velasquez-45-uda#position=42&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,257144.0
54.0,47.0,,2.0,2.0,,,Estacion Central,https://www.portalinmobiliario.com/arriendo/departamento/estacion-central-metropolitana/6387490-maria-rozas-velasquez-45-uda#position=43&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,395000.0
1.0,,2.0,2.0,2.0,,40000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-959423933-maria-rozas-velasquez-51-2d2b-cbod-est-estacion-central-_JM#position=44&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,380000.0
38.0,,2.0,2.0,1.0,1.0,40000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-966972045-santa-petronila-38-2d1b-con-est-estacion-central-_JM#position=45&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,350000.0
65.0,65.0,3.0,2.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-975913593-metro-pajaritos-_JM#position=46&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,410000.0
26.0,26.0,,1.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-977780068-departamento-en-arriendo-en-estacion-central-_JM#position=47&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,220000.0
48.0,45.0,,2.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-972691041-departamento-en-arriendo-en-estacion-central-_JM#position=48&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,330000.0
35.0,34.0,1.0,1.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-975469809-a-2-cuadras-metro-las-rejas-_JM#position=49&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,270000.0
47.0,44.0,,2.0,1.0,1.0,45000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-975863949-departamento-en-arriendo-de-2-dorm-en-estacion-central-_JM#position=50&search_layout=stack&type=item&tracking_id=8a8c42f0-cbed-4231-81f0-a192edf30750,410000.0
32.0,30.0,,1.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-977646617-ap-metro-ecuador-radal-066-1-dormitorio-_JM#position=1&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,290000.0
34.0,34.0,,2.0,1.0,1.0,,Estacion Central,https://www.portalinmobiliario.com/MLC-975471635-ap-metro-las-rejas-2-dormitorios-con-estac-y-bod-_JM#position=2&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,340000.0
30.0,30.0,1.0,1.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-977694494-arriendo-coronel-souper-4060-_JM#position=3&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,230000.0
34.0,32.0,,1.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-975390646-metro-estacion-ecuador-1d1bbodega-_JM#position=4&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,275000.0
30.0,29.0,1.0,1.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-973032744-arriendo-santa-petronila-38-_JM#position=5&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,260000.0
47.0,44.0,,2.0,1.0,1.0,45000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-975622942-constantino-embajador-quintana-_JM#position=6&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,410000.0
48.0,42.0,,2.0,1.0,,65000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-965453869-arriendo-depto-nuevo-a-estrenar-2d-1b-metro-las-rejas-_JM#position=7&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,365000.0
70.0,70.0,,3.0,2.0,1.0,80000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-974265228-av-laguna-sur-neptuno-_JM#position=8&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,520000.0
43.0,43.0,,2.0,2.0,,70000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-974635314-buen-depto-2d-2b-a-2-cuadras-metro-padre-hurtado-_JM#position=9&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,400000.0
47.0,44.0,,2.0,1.0,1.0,45000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-975889647-estacion-central-constantino-_JM#position=10&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,410000.0
36.0,36.0,,1.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-972671622-departamento-en-arriendo-en-estacion-central-_JM#position=11&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,280000.0
47.0,44.0,,2.0,1.0,1.0,45000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-980179276-constantino-embajador-quintana-_JM#position=12&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,410000.0
1.0,,2.0,2.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-977262048-av-libertador-bernardo-ohiggins-4877-estacion-central-2d1-_JM#position=13&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,330000.0
36.0,36.0,,1.0,1.0,,50000.0,Estacion Central,https://www.portalinmobiliario.com/arriendo/departamento/estacion-central-metropolitana/6391096-maria-rozas-velasquez-45-departamento-304-uda#position=14&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,310000.0
54.0,47.0,,2.0,2.0,,70000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-965543781-arriendo-depto-nuevo-a-estrenar-2d-2b-metro-las-rejas-_JM#position=15&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,390000.0
78.0,75.0,,3.0,2.0,,100000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-974206181-departamento-en-arriendo-de-3-dorm-en-estacion-central-_JM#position=16&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,450000.0
48.0,46.0,,2.0,1.0,,50000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-977413269-depto-ecuador-2d-1b-bodega-4648m2-piso-15-_JM#position=17&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,360000.0
36.0,35.0,,2.0,1.0,,45000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-977999868-nuevo-en-arriendo-2dormitorios-constantino-141-estac-central-_JM#position=18&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,320000.0
44.0,40.0,,2.0,1.0,1.0,75000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-975554616-hermoso-dpto-2-dormitorio-1-bano-con-est-y-bod-_JM#position=19&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,390000.0
36.0,32.0,1.0,1.0,1.0,,50000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-976963175-metro-las-rejas-_JM#position=20&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,280000.0
37.0,34.0,,1.0,1.0,,45000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-978000028-hermoso-departamento-de-1-dormitorio-1-bano-mas-bodega-_JM#position=21&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,300000.0
78.0,75.0,,3.0,2.0,,100000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-975075684-departamento-en-arriendo-en-estacion-central-_JM#position=22&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,450000.0
65.0,60.0,,2.0,1.0,,,Estacion Central,https://www.portalinmobiliario.com/MLC-973015816-semi-amoblado-estacion-central-2h1b-impecable-_JM#position=23&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,450000.0
30.0,30.0,,1.0,1.0,,33000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-977754509-departamento-en-arriendo-de-1-dorm-en-estacion-central-_JM#position=24&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,270000.0
40.0,,,2.0,1.0,,40000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-954945947-departamento-en-arriendo-de-2-dorm-metro-las-rejas-_JM#position=25&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,340000.0
50.0,50.0,,2.0,1.0,,50000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-975566814-departamento-en-arriendo-comuna-de-estacion-central-_JM#position=26&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,350000.0
42.0,40.0,,2.0,1.0,1.0,50000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-973639369-depto-2d1bestac-y-bod-toro-mazote-110-metro-sn-a-hurtad-_JM#position=27&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,350000.0
28.0,27.0,1.0,1.0,1.0,,45000.0,Estacion Central,https://www.portalinmobiliario.com/MLC-973612362-a-pasos-de-metro-ecuador-_JM#position=28&search_layout=stack&type=item&tracking_id=5db3cf99-eacb-464c-a549-44a81516682f,300000.0
